"";"sampling_date";"sample_source";"timing";"analysis";"mean";"sd"
"333";20200915;"BODAC_2_effluent";"after_backwash";"total_NPOC";9,13;0,1
"334";20200915;"BODAC_2_effluent";"before_backwash";"total_NPOC";9,23;0,18
"335";20201214;"BODAC_2_effluent";"after_backwash";"total_NPOC";11,05;0,07
"336";20201214;"BODAC_2_effluent";"before_backwash";"total_NPOC";11,05;0,21
"337";20210317;"BODAC_2_effluent";"after_backwash";"total_NPOC";11;0
"338";20210317;"BODAC_2_effluent";"before_backwash";"total_NPOC";10,7;0
"339";20210325;"BODAC_2_effluent";"before_backwash";"total_NPOC";14,4;0
"340";20210616;"BODAC_2_effluent";"after_backwash";"total_NPOC";11,2;0
"341";20210616;"BODAC_2_effluent";"before_backwash";"total_NPOC";8,41;0,07
"342";20210901;"BODAC_2_effluent";"after_backwash";"total_NPOC";7,01;0,08
"343";20210901;"BODAC_2_effluent";"before_backwash";"total_NPOC";7,67;0,01
"344";20210908;"BODAC_2_effluent";"after_backwash";"total_NPOC";7,16;0,07
"345";20210908;"BODAC_2_effluent";"before_backwash";"total_NPOC";7,57;0,02
"346";20200625;"UF_permeate";"after_backwash";"total_NPOC";11,4;0,14
"347";20200625;"UF_permeate";"before_backwash";"total_NPOC";12,15;0,21
"348";20200915;"UF_permeate";"after_backwash";"total_NPOC";12,5;0,14
"349";20200915;"UF_permeate";"before_backwash";"total_NPOC";14,5;0,42
"350";20201214;"UF_permeate";"after_backwash";"total_NPOC";8,8;0,01
"351";20201214;"UF_permeate";"before_backwash";"total_NPOC";8,86;0,13
"352";20210317;"UF_permeate";"after_backwash";"total_NPOC";14,35;0,07
"353";20210317;"UF_permeate";"before_backwash";"total_NPOC";12,7;0,57
"354";20210325;"UF_permeate";"before_backwash";"total_NPOC";17,8;0,28
"355";20210616;"UF_permeate";"after_backwash";"total_NPOC";13,5;0
"356";20210616;"UF_permeate";"before_backwash";"total_NPOC";14,55;0,07
"357";20210901;"UF_permeate";"after_backwash";"total_NPOC";10,35;0,35
"358";20210901;"UF_permeate";"before_backwash";"total_NPOC";10,7;0,42
"359";20210908;"UF_permeate";"after_backwash";"total_NPOC";10,45;0,07
"360";20210908;"UF_permeate";"before_backwash";"total_NPOC";11,3;0
"361";20200625;"BODAC_1_effluent";"after_backwash";"soluble_NPOC";10,2;0
"362";20200625;"BODAC_1_effluent";"before_backwash";"soluble_NPOC";11,1;0
"363";20200915;"BODAC_1_effluent";"after_backwash";"soluble_NPOC";11,6;0,14
"364";20200915;"BODAC_1_effluent";"before_backwash";"soluble_NPOC";11,75;0,07
"365";20201214;"BODAC_1_effluent";"after_backwash";"soluble_NPOC";11,3;0,28
"366";20201214;"BODAC_1_effluent";"before_backwash";"soluble_NPOC";11,1;0
"367";20210317;"BODAC_1_effluent";"after_backwash";"soluble_NPOC";12,65;0,21
"368";20210317;"BODAC_1_effluent";"before_backwash";"soluble_NPOC";12,6;1,98
"369";20210325;"BODAC_1_effluent";"before_backwash";"soluble_NPOC";18;0
"370";20210616;"BODAC_1_effluent";"after_backwash";"soluble_NPOC";14,35;0,21
"371";20210616;"BODAC_1_effluent";"before_backwash";"soluble_NPOC";8,47;0,25
"372";20210901;"BODAC_1_effluent";"after_backwash";"soluble_NPOC";8,34;0,09
"373";20210901;"BODAC_1_effluent";"before_backwash";"soluble_NPOC";9,22;0,45
"374";20210908;"BODAC_1_effluent";"after_backwash";"soluble_NPOC";8,91;0,01
"375";20210908;"BODAC_1_effluent";"before_backwash";"soluble_NPOC";9,11;0,02
"376";20200625;"BODAC_2_effluent";"after_backwash";"soluble_NPOC";7,87;0,01
"377";20200625;"BODAC_2_effluent";"before_backwash";"soluble_NPOC";8,98;0,11
"378";20200915;"BODAC_2_effluent";"after_backwash";"soluble_NPOC";9,04;0,14
"379";20200915;"BODAC_2_effluent";"before_backwash";"soluble_NPOC";9,38;0,09
"380";20201214;"BODAC_2_effluent";"after_backwash";"soluble_NPOC";8,92;0,11
"381";20201214;"BODAC_2_effluent";"before_backwash";"soluble_NPOC";8,98;0,03
"382";20210317;"BODAC_2_effluent";"after_backwash";"soluble_NPOC";11,05;0,21
"383";20210317;"BODAC_2_effluent";"before_backwash";"soluble_NPOC";10,75;0,21
"384";20210325;"BODAC_2_effluent";"before_backwash";"soluble_NPOC";16,6;0,85
"385";20210616;"BODAC_2_effluent";"after_backwash";"soluble_NPOC";11;0
"386";20210616;"BODAC_2_effluent";"before_backwash";"soluble_NPOC";8,5;0,02
"387";20210901;"BODAC_2_effluent";"after_backwash";"soluble_NPOC";7,18;0,25
"388";20210901;"BODAC_2_effluent";"before_backwash";"soluble_NPOC";7,61;0,07
"389";20210908;"BODAC_2_effluent";"after_backwash";"soluble_NPOC";7,24;0,08
"390";20210908;"BODAC_2_effluent";"before_backwash";"soluble_NPOC";7,49;0,01
"391";20200625;"UF_permeate";"after_backwash";"soluble_NPOC";11,05;0,07
"392";20200625;"UF_permeate";"before_backwash";"soluble_NPOC";12,8;0,14
"393";20200915;"UF_permeate";"after_backwash";"soluble_NPOC";12,55;0,07
"394";20200915;"UF_permeate";"before_backwash";"soluble_NPOC";14,7;0,14
"395";20201214;"UF_permeate";"after_backwash";"soluble_NPOC";11,5;0,14
"396";20201214;"UF_permeate";"before_backwash";"soluble_NPOC";12,3;0,28
"397";20210317;"UF_permeate";"after_backwash";"soluble_NPOC";14,05;0,07
"398";20210317;"UF_permeate";"before_backwash";"soluble_NPOC";12,8;0
"399";20210325;"UF_permeate";"before_backwash";"soluble_NPOC";19,85;0,35
"400";20210616;"UF_permeate";"after_backwash";"soluble_NPOC";13,35;0,07
"401";20210616;"UF_permeate";"before_backwash";"soluble_NPOC";14,65;0,21
"402";20210901;"UF_permeate";"after_backwash";"soluble_NPOC";10,25;0,07
"403";20210901;"UF_permeate";"before_backwash";"soluble_NPOC";10,8;0,14
"404";20210908;"UF_permeate";"after_backwash";"soluble_NPOC";10,4;0
"405";20210908;"UF_permeate";"before_backwash";"soluble_NPOC";10,95;0,07
"406";20191212;"BODAC_1_effluent";"after_backwash";"total_protein";16,87;3,94
"407";20191212;"BODAC_1_effluent";"before_backwash";"total_protein";15,35;0,83
"408";20200304;"BODAC_1_effluent";"after_backwash";"total_protein";27,65;0,77
"409";20200304;"BODAC_1_effluent";"before_backwash";"total_protein";28,91;0,41
"410";20200625;"BODAC_1_effluent";"after_backwash";"total_protein";16,82;1,62
"411";20200625;"BODAC_1_effluent";"before_backwash";"total_protein";19,15;0,22
"412";20200915;"BODAC_1_effluent";"after_backwash";"total_protein";16,76;0,56
"413";20200915;"BODAC_1_effluent";"before_backwash";"total_protein";14,71;1,12
"414";20201214;"BODAC_1_effluent";"after_backwash";"total_protein";17,94;1,04
"415";20201214;"BODAC_1_effluent";"before_backwash";"total_protein";21,5;0,89
"416";20210317;"BODAC_1_effluent";"after_backwash";"total_protein";18,98;0,47
"417";20210317;"BODAC_1_effluent";"before_backwash";"total_protein";12,86;0,94
"418";20210325;"BODAC_1_effluent";"before_backwash";"total_protein";27,06;1,37
"419";20210616;"BODAC_1_effluent";"after_backwash";"total_protein";15,97;3,13
"420";20210616;"BODAC_1_effluent";"before_backwash";"total_protein";7,12;0,85
"421";20210901;"BODAC_1_effluent";"after_backwash";"total_protein";10,45;0,17
"422";20210901;"BODAC_1_effluent";"before_backwash";"total_protein";12,61;3,23
"423";20210908;"BODAC_1_effluent";"after_backwash";"total_protein";14,72;0,68
"424";20210908;"BODAC_1_effluent";"before_backwash";"total_protein";15,48;0,04
"425";20191212;"BODAC_2_effluent";"after_backwash";"total_protein";17,21;0,46
"426";20191212;"BODAC_2_effluent";"before_backwash";"total_protein";9,76;0,47
"427";20200304;"BODAC_2_effluent";"after_backwash";"total_protein";22,32;0,62
"428";20200304;"BODAC_2_effluent";"before_backwash";"total_protein";23,68;1,44
"429";20200625;"BODAC_2_effluent";"after_backwash";"total_protein";8,49;0,74
"430";20200625;"BODAC_2_effluent";"before_backwash";"total_protein";11,71;1,11
"431";20200915;"BODAC_2_effluent";"after_backwash";"total_protein";8,35;0,82
"432";20200915;"BODAC_2_effluent";"before_backwash";"total_protein";9,2;1,36
"433";20201214;"BODAC_2_effluent";"after_backwash";"total_protein";12,52;0,85
"434";20201214;"BODAC_2_effluent";"before_backwash";"total_protein";14,18;0,55
"435";20210317;"BODAC_2_effluent";"after_backwash";"total_protein";13,97;1,4
"436";20210317;"BODAC_2_effluent";"before_backwash";"total_protein";12,63;0,37
"437";20210325;"BODAC_2_effluent";"before_backwash";"total_protein";19,83;1,61
"438";20210616;"BODAC_2_effluent";"after_backwash";"total_protein";10,82;1,23
"439";20210616;"BODAC_2_effluent";"before_backwash";"total_protein";6,23;1,44
"440";20210901;"BODAC_2_effluent";"after_backwash";"total_protein";6,31;0,31
"441";20210901;"BODAC_2_effluent";"before_backwash";"total_protein";6,8;0,54
"442";20210908;"BODAC_2_effluent";"after_backwash";"total_protein";8,45;0,17
"443";20210908;"BODAC_2_effluent";"before_backwash";"total_protein";9,42;0,74
"444";20191212;"UF_permeate";"after_backwash";"total_protein";16,52;0,66
"445";20191212;"UF_permeate";"before_backwash";"total_protein";19,51;0,73
"446";20200304;"UF_permeate";"after_backwash";"total_protein";38,07;3,54
"447";20200304;"UF_permeate";"before_backwash";"total_protein";36,11;0,63
"448";20200625;"UF_permeate";"after_backwash";"total_protein";21,92;0,41
"449";20200625;"UF_permeate";"before_backwash";"total_protein";26,06;0,94
"450";20200915;"UF_permeate";"after_backwash";"total_protein";20,9;1,01
"451";20200915;"UF_permeate";"before_backwash";"total_protein";26,41;1,13
"452";20201214;"UF_permeate";"after_backwash";"total_protein";21;0,94
"453";20201214;"UF_permeate";"before_backwash";"total_protein";30,7;0,36
"454";20210317;"UF_permeate";"after_backwash";"total_protein";22,63;2,22
"455";20210317;"UF_permeate";"before_backwash";"total_protein";22,5;0,41
"456";20210325;"UF_permeate";"before_backwash";"total_protein";35,83;0,15
"457";20210616;"UF_permeate";"after_backwash";"total_protein";17,09;3,43
"458";20210616;"UF_permeate";"before_backwash";"total_protein";22,78;0,27
"459";20210901;"UF_permeate";"after_backwash";"total_protein";17,21;0,93
"460";20210901;"UF_permeate";"before_backwash";"total_protein";19,01;0,71
"461";20210908;"UF_permeate";"after_backwash";"total_protein";24,92;0,41
"462";20210908;"UF_permeate";"before_backwash";"total_protein";27,4;0,72
"463";20191212;"BODAC_1_effluent";"after_backwash";"soluble_protein";7,96;0,59
"464";20191212;"BODAC_1_effluent";"before_backwash";"soluble_protein";16,94;0,77
"465";20200304;"BODAC_1_effluent";"after_backwash";"soluble_protein";26,13;0,83
"466";20200304;"BODAC_1_effluent";"before_backwash";"soluble_protein";27,39;1,04
"467";20200625;"BODAC_1_effluent";"after_backwash";"soluble_protein";13,77;0,89
"468";20200625;"BODAC_1_effluent";"before_backwash";"soluble_protein";17,11;2,08
"469";20200915;"BODAC_1_effluent";"after_backwash";"soluble_protein";14,9;0,4
"470";20200915;"BODAC_1_effluent";"before_backwash";"soluble_protein";16,17;1,5
"471";20201214;"BODAC_1_effluent";"after_backwash";"soluble_protein";17,03;0,17
"472";20201214;"BODAC_1_effluent";"before_backwash";"soluble_protein";21,46;0,23
"473";20210317;"BODAC_1_effluent";"after_backwash";"soluble_protein";19,16;0,06
"474";20210317;"BODAC_1_effluent";"before_backwash";"soluble_protein";13,71;0,3
"475";20210325;"BODAC_1_effluent";"before_backwash";"soluble_protein";23,62;0,59
"476";20210616;"BODAC_1_effluent";"after_backwash";"soluble_protein";15,33;0,99
"477";20210616;"BODAC_1_effluent";"before_backwash";"soluble_protein";7,35;0,73
"478";20210901;"BODAC_1_effluent";"after_backwash";"soluble_protein";9,38;0,06
"479";20210901;"BODAC_1_effluent";"before_backwash";"soluble_protein";12,95;0,59
"480";20210908;"BODAC_1_effluent";"after_backwash";"soluble_protein";15,83;0,34
"481";20210908;"BODAC_1_effluent";"before_backwash";"soluble_protein";16,28;0,15
"482";20191212;"BODAC_2_effluent";"after_backwash";"soluble_protein";NA;NA
"483";20191212;"BODAC_2_effluent";"before_backwash";"soluble_protein";10,86;1,35
"484";20200304;"BODAC_2_effluent";"after_backwash";"soluble_protein";19,62;1,33
"485";20200304;"BODAC_2_effluent";"before_backwash";"soluble_protein";21,48;0,43
"486";20200625;"BODAC_2_effluent";"after_backwash";"soluble_protein";7,96;0,82
"487";20200625;"BODAC_2_effluent";"before_backwash";"soluble_protein";10,96;1,32
"488";20200915;"BODAC_2_effluent";"after_backwash";"soluble_protein";8,18;1,57
"489";20200915;"BODAC_2_effluent";"before_backwash";"soluble_protein";9,13;0,83
"490";20201214;"BODAC_2_effluent";"after_backwash";"soluble_protein";12,35;0,77
"491";20201214;"BODAC_2_effluent";"before_backwash";"soluble_protein";13,45;0,64
"492";20210317;"BODAC_2_effluent";"after_backwash";"soluble_protein";13,18;0,45
"493";20210317;"BODAC_2_effluent";"before_backwash";"soluble_protein";12,08;0,34
"494";20210325;"BODAC_2_effluent";"before_backwash";"soluble_protein";18,54;1,86
"495";20210616;"BODAC_2_effluent";"after_backwash";"soluble_protein";11,23;1,21
"496";20210616;"BODAC_2_effluent";"before_backwash";"soluble_protein";8,02;2,45
"497";20210901;"BODAC_2_effluent";"after_backwash";"soluble_protein";6,01;0,48
"498";20210901;"BODAC_2_effluent";"before_backwash";"soluble_protein";7,65;0,03
"499";20210908;"BODAC_2_effluent";"after_backwash";"soluble_protein";8,9;0,28
"500";20210908;"BODAC_2_effluent";"before_backwash";"soluble_protein";9,22;0,01
"501";20191212;"UF_permeate";"after_backwash";"soluble_protein";11,09;4,89
"502";20191212;"UF_permeate";"before_backwash";"soluble_protein";19,84;1,11
"503";20200304;"UF_permeate";"after_backwash";"soluble_protein";33,29;0,72
"504";20200304;"UF_permeate";"before_backwash";"soluble_protein";32,61;0,46
"505";20200625;"UF_permeate";"after_backwash";"soluble_protein";17,66;0,41
"506";20200625;"UF_permeate";"before_backwash";"soluble_protein";22,55;1,22
"507";20200915;"UF_permeate";"after_backwash";"soluble_protein";20,96;0,52
"508";20200915;"UF_permeate";"before_backwash";"soluble_protein";26,95;1,04
"509";20201214;"UF_permeate";"after_backwash";"soluble_protein";22,47;0,85
"510";20201214;"UF_permeate";"before_backwash";"soluble_protein";31,49;1,42
"511";20210317;"UF_permeate";"after_backwash";"soluble_protein";20,13;2,47
"512";20210317;"UF_permeate";"before_backwash";"soluble_protein";22,34;0,17
"513";20210325;"UF_permeate";"before_backwash";"soluble_protein";36,35;1,38
"514";20210616;"UF_permeate";"after_backwash";"soluble_protein";14,51;1,68
"515";20210616;"UF_permeate";"before_backwash";"soluble_protein";23,1;1,89
"516";20210901;"UF_permeate";"after_backwash";"soluble_protein";18,11;0,81
"517";20210901;"UF_permeate";"before_backwash";"soluble_protein";19,72;0,47
"518";20210908;"UF_permeate";"after_backwash";"soluble_protein";24,33;0,81
"519";20210908;"UF_permeate";"before_backwash";"soluble_protein";27,99;0,68
"520";20190911;"BODAC_1_effluent";"after_backwash";"total_nitrogen";4,42;0,26
"521";20190911;"BODAC_1_effluent";"before_backwash";"total_nitrogen";4,47;0,04
"522";20191212;"BODAC_1_effluent";"after_backwash";"total_nitrogen";6,35;0,13
"523";20191212;"BODAC_1_effluent";"before_backwash";"total_nitrogen";6,82;0,1
"524";20200304;"BODAC_1_effluent";"after_backwash";"total_nitrogen";7,2;0,16
"525";20200304;"BODAC_1_effluent";"before_backwash";"total_nitrogen";8,53;0,23
"526";20200625;"BODAC_1_effluent";"after_backwash";"total_nitrogen";5,72;0,11
"527";20200625;"BODAC_1_effluent";"before_backwash";"total_nitrogen";5,43;0,01
"528";20200915;"BODAC_1_effluent";"after_backwash";"total_nitrogen";6,33;0,31
"529";20200915;"BODAC_1_effluent";"before_backwash";"total_nitrogen";6,38;0,31
"530";20201214;"BODAC_1_effluent";"after_backwash";"total_nitrogen";7,59;0,11
"531";20201214;"BODAC_1_effluent";"before_backwash";"total_nitrogen";8,13;0,02
"532";20210317;"BODAC_1_effluent";"after_backwash";"total_nitrogen";15,43;2,93
"533";20210317;"BODAC_1_effluent";"before_backwash";"total_nitrogen";16,82;4,62
"534";20210325;"BODAC_1_effluent";"before_backwash";"total_nitrogen";24,7;0,28
"535";20210616;"BODAC_1_effluent";"after_backwash";"total_nitrogen";4,8;0,13
"536";20210616;"BODAC_1_effluent";"before_backwash";"total_nitrogen";12,55;0,21
"537";20210901;"BODAC_1_effluent";"after_backwash";"total_nitrogen";5,73;0,05
"538";20210901;"BODAC_1_effluent";"before_backwash";"total_nitrogen";5,78;0,08
"539";20210908;"BODAC_1_effluent";"after_backwash";"total_nitrogen";1,38;0,13
"540";20210908;"BODAC_1_effluent";"before_backwash";"total_nitrogen";1,48;0,01
"541";20190911;"BODAC_2_effluent";"after_backwash";"total_nitrogen";4,7;0,09
"542";20190911;"BODAC_2_effluent";"before_backwash";"total_nitrogen";4,61;0,18
"543";20191212;"BODAC_2_effluent";"after_backwash";"total_nitrogen";6,87;0,04
"544";20191212;"BODAC_2_effluent";"before_backwash";"total_nitrogen";6,88;0,11
"545";20200304;"BODAC_2_effluent";"after_backwash";"total_nitrogen";8,25;0,14
"546";20200304;"BODAC_2_effluent";"before_backwash";"total_nitrogen";7,91;0,19
"547";20200625;"BODAC_2_effluent";"after_backwash";"total_nitrogen";6,07;0,04
"548";20200625;"BODAC_2_effluent";"before_backwash";"total_nitrogen";5,52;0,14
"549";20200915;"BODAC_2_effluent";"after_backwash";"total_nitrogen";6,27;0,14
"550";20200915;"BODAC_2_effluent";"before_backwash";"total_nitrogen";7,76;0,34
"551";20201214;"BODAC_2_effluent";"after_backwash";"total_nitrogen";8,73;0,28
"552";20201214;"BODAC_2_effluent";"before_backwash";"total_nitrogen";8,41;0,16
"553";20210317;"BODAC_2_effluent";"after_backwash";"total_nitrogen";12,65;3,92
"554";20210317;"BODAC_2_effluent";"before_backwash";"total_nitrogen";10,76;0,84
"555";20210325;"BODAC_2_effluent";"before_backwash";"total_nitrogen";14,2;0
"556";20210616;"BODAC_2_effluent";"after_backwash";"total_nitrogen";NA;NA
"557";20210616;"BODAC_2_effluent";"before_backwash";"total_nitrogen";11,7;0
"558";20210901;"BODAC_2_effluent";"after_backwash";"total_nitrogen";5,41;0,06
"559";20210901;"BODAC_2_effluent";"before_backwash";"total_nitrogen";5,46;0,18
"560";20210908;"BODAC_2_effluent";"after_backwash";"total_nitrogen";1,49;0,08
"561";20210908;"BODAC_2_effluent";"before_backwash";"total_nitrogen";1,48;0,1
"562";20190911;"UF_permeate";"after_backwash";"total_nitrogen";4,24;0,09
"563";20190911;"UF_permeate";"before_backwash";"total_nitrogen";4,31;0,08
"564";20191212;"UF_permeate";"after_backwash";"total_nitrogen";6,11;0,04
"565";20191212;"UF_permeate";"before_backwash";"total_nitrogen";6,5;0,14
"566";20200304;"UF_permeate";"after_backwash";"total_nitrogen";6,84;0,11
"567";20200304;"UF_permeate";"before_backwash";"total_nitrogen";7,22;0,08
"568";20200625;"UF_permeate";"after_backwash";"total_nitrogen";5,62;0,02
"569";20200625;"UF_permeate";"before_backwash";"total_nitrogen";5,2;0,01
"570";20200915;"UF_permeate";"after_backwash";"total_nitrogen";6,27;0,09
"571";20200915;"UF_permeate";"before_backwash";"total_nitrogen";8,62;0,06
"572";20201214;"UF_permeate";"after_backwash";"total_nitrogen";8,97;0,06
"573";20201214;"UF_permeate";"before_backwash";"total_nitrogen";8,57;0,04
"574";20210317;"UF_permeate";"after_backwash";"total_nitrogen";10,23;1,77
"575";20210317;"UF_permeate";"before_backwash";"total_nitrogen";8,9;1,24
"576";20210325;"UF_permeate";"before_backwash";"total_nitrogen";14,6;0,14
"577";20210616;"UF_permeate";"after_backwash";"total_nitrogen";5,28;0,01
"578";20210616;"UF_permeate";"before_backwash";"total_nitrogen";6,75;0,01
"579";20210901;"UF_permeate";"after_backwash";"total_nitrogen";5,52;0,01
"580";20210901;"UF_permeate";"before_backwash";"total_nitrogen";5,78;0,03
"581";20210908;"UF_permeate";"after_backwash";"total_nitrogen";1,58;0,05
"582";20210908;"UF_permeate";"before_backwash";"total_nitrogen";1,49;0,01
"583";20190911;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"584";20190911;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"585";20191212;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"586";20191212;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"587";20200304;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"588";20200304;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"589";20200625;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"590";20200625;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"591";20200915;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"592";20200915;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"593";20201214;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"594";20201214;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"595";20210317;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"596";20210317;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"597";20210325;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"598";20210616;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"599";20210616;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"600";20210901;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"601";20210901;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"602";20210908;"BODAC_1_effluent";"after_backwash";"ammonium";NA;NA
"603";20210908;"BODAC_1_effluent";"before_backwash";"ammonium";NA;NA
"604";20190911;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"605";20190911;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"606";20191212;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"607";20191212;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"608";20200304;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"609";20200304;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"610";20200625;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"611";20200625;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"612";20200915;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"613";20200915;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"614";20201214;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"615";20201214;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"616";20210317;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"617";20210317;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"618";20210325;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"619";20210616;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"620";20210616;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"621";20210901;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"622";20210901;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"623";20210908;"BODAC_2_effluent";"after_backwash";"ammonium";NA;NA
"624";20210908;"BODAC_2_effluent";"before_backwash";"ammonium";NA;NA
"625";20190911;"UF_permeate";"after_backwash";"ammonium";NA;NA
"626";20190911;"UF_permeate";"before_backwash";"ammonium";NA;NA
"627";20191212;"UF_permeate";"after_backwash";"ammonium";1,15;0,09
"628";20191212;"UF_permeate";"before_backwash";"ammonium";1,82;0,1
"629";20200304;"UF_permeate";"after_backwash";"ammonium";2,23;0,03
"630";20200304;"UF_permeate";"before_backwash";"ammonium";3,02;0,16
"631";20200625;"UF_permeate";"after_backwash";"ammonium";NA;NA
"632";20200625;"UF_permeate";"before_backwash";"ammonium";0,59;0,04
"633";20200915;"UF_permeate";"after_backwash";"ammonium";1,18;0,47
"634";20200915;"UF_permeate";"before_backwash";"ammonium";2,27;1,15
"635";20201214;"UF_permeate";"after_backwash";"ammonium";1,94;0,01
"636";20201214;"UF_permeate";"before_backwash";"ammonium";2,97;0,03
"637";20210317;"UF_permeate";"after_backwash";"ammonium";3,52;0,05
"638";20210317;"UF_permeate";"before_backwash";"ammonium";4,18;0,05
"639";20210325;"UF_permeate";"before_backwash";"ammonium";8,83;0,05
"640";20210616;"UF_permeate";"after_backwash";"ammonium";NA;NA
"641";20210616;"UF_permeate";"before_backwash";"ammonium";1,48;0,01
"642";20210901;"UF_permeate";"after_backwash";"ammonium";1,47;0
"643";20210901;"UF_permeate";"before_backwash";"ammonium";1,6;0,01
"644";20210908;"UF_permeate";"after_backwash";"ammonium";1,23;0,04
"645";20210908;"UF_permeate";"before_backwash";"ammonium";1,45;0,02
"646";20190911;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"647";20190911;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"648";20191212;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"649";20191212;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"650";20200304;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"651";20200304;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"652";20200625;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"653";20200625;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"654";20200915;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"655";20200915;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"656";20201214;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"657";20201214;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"658";20210317;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"659";20210317;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"660";20210325;"BODAC_1_effluent";"before_backwash";"nitrite";0,14;NA
"661";20210616;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"662";20210616;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"663";20210901;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"664";20210901;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"665";20210908;"BODAC_1_effluent";"after_backwash";"nitrite";NA;NA
"666";20210908;"BODAC_1_effluent";"before_backwash";"nitrite";NA;NA
"667";20190911;"BODAC_2_effluent";"after_backwash";"nitrite";NA;NA
"668";20190911;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"669";20191212;"BODAC_2_effluent";"after_backwash";"nitrite";NA;NA
"670";20191212;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"671";20200304;"BODAC_2_effluent";"after_backwash";"nitrite";NA;NA
"672";20200304;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"673";20200625;"BODAC_2_effluent";"after_backwash";"nitrite";0,02;0
"674";20200625;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"675";20200915;"BODAC_2_effluent";"after_backwash";"nitrite";NA;NA
"676";20200915;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"677";20201214;"BODAC_2_effluent";"after_backwash";"nitrite";NA;NA
"678";20201214;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"679";20210317;"BODAC_2_effluent";"after_backwash";"nitrite";NA;NA
"680";20210317;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"681";20210325;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"682";20210616;"BODAC_2_effluent";"after_backwash";"nitrite";NA;NA
"683";20210616;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"684";20210901;"BODAC_2_effluent";"after_backwash";"nitrite";NA;NA
